id,index,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
11772,950,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005.0,Misc,THQ,1.31,0.49,0.0,0.03,1.83,,,,,,
11320,9926,SimAnimals Africa,Wii,2009.0,Simulation,Electronic Arts,0.1,0.01,0.0,0.01,0.12,53.0,7.0,tbd,,Electronic Arts,E
16637,14636,Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996.0,Role-Playing,NEC,0.0,0.0,0.03,0.0,0.03,,,,,,
10285,15784,Taishou Moebius Line Vitable,PSV,2016.0,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,,,,,,
2059,1149,Rage,X360,2011.0,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,81.0,77.0,6.7,559.0,id Software,M
6833,11961,Haunting Ground,PS2,2005.0,Action,Capcom,0.03,0.03,0.0,0.01,0.07,67.0,33.0,8.8,44.0,Capcom,M
8919,10599,Kabushiki Baibai Trainer: Kabutore!,DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
15326,6811,Homefront,PC,2011.0,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,70.0,36.0,5.5,531.0,Digital Extremes,M
342,8973,BMX XXX,PS2,2002.0,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,54.0,14.0,4.6,17.0,"Z-Axis, Ltd.",M
10525,9065,Terminator 3: Rise of the Machines,XB,2003.0,Action,Atari,0.11,0.03,0.0,0.01,0.14,35.0,24.0,2,10.0,Black Ops Entertainment,T
15383,2699,That's So Raven,GBA,2004.0,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,39.0,6.0,7.6,5.0,Vicarious Visions,E
16305,4730,NBA 2K9,PS2,2008.0,Sports,Take-Two Interactive,0.34,0.01,0.0,0.06,0.41,,,8,4.0,Visual Concepts,E
14296,8428,Super Power League,SNES,1993.0,Sports,Hudson Soft,0.0,0.0,0.17,0.0,0.17,,,,,,
10684,11663,The Idolm@ster,X360,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
7274,16154,Alfa Romeo Racing Italiano,PS2,2005.0,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.01,,,6.8,5.0,Milestone S.r.l,E
8484,5827,Contra 4,DS,2007.0,Shooter,Konami Digital Entertainment,0.28,0.0,0.01,0.02,0.3,83.0,38.0,8.4,45.0,WayForward,T
6952,15270,Grey's Anatomy: The Video Game,PC,2009.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,36.0,4.0,3.9,20.0,Longtail Studios,T
4614,2950,Mappy,NES,1984.0,Platform,Namco Bandai Games,0.0,0.0,0.69,0.0,0.69,,,,,,
15804,7931,Penguin no Mondai X: Tenkuu no 7 Senshi,DS,2009.0,Action,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,
4725,12449,Mad Maestro!,PS2,2001.0,Misc,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,,,,,,
700,3012,Turok,PS3,2008.0,Action,Touchstone,0.35,0.21,0.01,0.1,0.67,67.0,38.0,6,39.0,Propaganda Games,M
6374,10991,Jenga World Tour,DS,2007.0,Misc,Atari,0.08,0.0,0.0,0.01,0.09,32.0,7.0,tbd,,Atomic Planet Entertainment,E
7487,16650,Time Travelers,PSP,2012.0,Adventure,Level 5,0.0,0.0,0.01,0.0,0.01,,,,,,
2449,5580,OverBlood,PS,1996.0,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32,,,,,,
10898,13486,Short Track Racing: Trading Paint,PS2,2009.0,Racing,THQ,0.02,0.02,0.0,0.01,0.05,,,tbd,,THQ,E
12278,2429,2010 FIFA World Cup South Africa,X360,2010.0,Sports,Electronic Arts,0.32,0.42,0.02,0.09,0.85,83.0,61.0,8.1,58.0,Electronic Arts,E
12985,11158,Nobunaga's Ambition: Iron Triangle,PS2,2006.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,76.0,8.0,8,7.0,Koei,E10+
3168,7035,Pro Yakyuu Team o Tsukurou! 2,PS2,2003.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,,,,,,
6732,14509,Gloria Union,PSP,2011.0,Role-Playing,Atlus,0.0,0.0,0.03,0.0,0.03,,,,,,
12350,9457,Chuck E. Cheese's Game Room,DS,2010.0,Misc,UFO Interactive,0.12,0.0,0.0,0.01,0.13,,,tbd,,UFO Interactive,E
16214,14759,LEGO Harry Potter: Years 1-4,PC,2010.0,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,79.0,15.0,7.9,55.0,Traveller's Tales,E10+
14620,5702,Etrian Odyssey III: The Drowned City,DS,2010.0,Role-Playing,Atlus,0.12,0.0,0.19,0.01,0.31,77.0,23.0,8,21.0,Atlus,E10+
5567,7008,Yu-Gi-Oh! GX: Duel Academy,GBA,2005.0,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23,,,,,,
977,7684,The Fairly Odd Parents: Enter the Cleft,GBA,2002.0,Platform,THQ,0.14,0.05,0.0,0.0,0.2,,,,,,
71,9724,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006.0,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66.0,21.0,7.7,6.0,SCEA,E
12807,8709,James Noir's Hollywood Crimes,3DS,2011.0,Adventure,Ubisoft,0.07,0.07,0.0,0.01,0.15,60.0,22.0,6.6,5.0,Ubisoft,T
6370,6487,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006.0,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26,,,,,,
515,2671,Personal Trainer: Walking,DS,2008.0,Sports,Nintendo,0.21,0.32,0.17,0.07,0.76,69.0,6.0,tbd,,Nintendo,E
14334,16239,Game Book DS: Sword World 2.0,DS,2009.0,Role-Playing,Broccoli,0.0,0.0,0.01,0.0,0.01,,,,,,
2558,5167,Castlevania: Order of Ecclesia,DS,2008.0,Platform,Konami Digital Entertainment,0.27,0.02,0.04,0.03,0.36,85.0,46.0,8.7,111.0,Konami,T
11119,5822,Star Wars Episode III: Revenge of the Sith,DS,2005.0,Action,Ubisoft,0.25,0.03,0.0,0.02,0.3,73.0,22.0,7.8,19.0,Ubisoft,E10+
16679,11809,Gladius,GC,2003.0,Strategy,Activision,0.06,0.01,0.0,0.0,0.07,82.0,19.0,8.8,12.0,LucasArts,T
1073,4,Pokemon Red/Pokemon Blue,GB,1996.0,Role-Playing,Nintendo,11.27,8.89,10.22,1.0,31.37,,,,,,
349,6708,Bolt,X360,2008.0,Adventure,Disney Interactive Studios,0.18,0.05,0.0,0.02,0.25,57.0,18.0,7.1,7.0,Avalanche Software,E10+
10135,13424,Code Lyoko,DS,2007.0,Action,Game Factory,0.03,0.01,0.0,0.0,0.05,63.0,11.0,6.8,13.0,DC Studios,E10+
11409,14570,The Inner World,PC,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,72.0,18.0,8.1,48.0,Headup Games,
10024,15741,Aqua Panic!,DS,2009.0,Puzzle,Neko Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,,
5717,15188,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
4280,9815,Dishonored 2,PC,2016.0,Action,Bethesda Softworks,0.04,0.07,0.0,0.01,0.12,86.0,37.0,6,383.0,Arkane Studios,M
3558,6023,Borderlands: The Pre-Sequel,PC,2014.0,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.02,0.29,75.0,55.0,6.2,703.0,2K Australia,M
4991,3291,Texas Hold 'Em Poker,GBA,2004.0,Misc,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61,49.0,7.0,6.8,6.0,Skyworks Technologies,E
1274,6108,Jewel Quest Mysteries: Curse of the Emerald Tear,DS,2010.0,Puzzle,Avanquest,0.0,0.25,0.0,0.04,0.28,,,,,,
1369,10531,X-Men: Children of the Atom,PS,1998.0,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1,,,,,,
7386,9360,Ys: The Ark of Napishtim,PS2,2005.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,72.0,35.0,8.8,14.0,Falcom,T
1165,14404,SuperCar Challenge,PS3,2009.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.03,65.0,23.0,7.8,11.0,System 3,
736,4278,Missile Command,PS,1999.0,Shooter,Atari,0.25,0.17,0.0,0.03,0.45,,,,,,
1114,2558,Moto Racer,PS,1997.0,Racing,Electronic Arts,0.45,0.3,0.0,0.05,0.8,,,,,,
12550,13051,Shifters,PS2,2002.0,Adventure,3DO,0.03,0.02,0.0,0.01,0.05,37.0,12.0,5.9,8.0,3DO,T
9227,1179,Gears of War: Judgment,X360,2013.0,Shooter,Microsoft Game Studios,0.92,0.5,0.03,0.12,1.57,79.0,81.0,5.4,779.0,Epic Games,M
4771,1530,Fallout 4,PC,2015.0,Role-Playing,Bethesda Softworks,0.51,0.67,0.0,0.1,1.29,84.0,38.0,5.4,7512.0,Bethesda Game Studios,M
7313,6208,Kakyuusei,SAT,1997.0,Strategy,Elf,0.0,0.0,0.28,0.0,0.28,,,,,,
13749,8810,Ice Age 2: The Meltdown,DS,2006.0,Platform,Vivendi Games,0.13,0.01,0.0,0.01,0.15,,,tbd,,Amaze Entertainment,E
3833,3831,Tales of Symphonia: Dawn of the New World,Wii,2008.0,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,68.0,46.0,7.1,93.0,Bandai Namco Games,T
10993,3182,Sim Theme Park,PS,1999.0,Strategy,Electronic Arts,0.35,0.24,0.0,0.04,0.63,,,,,,
12758,4486,NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43,88.0,13.0,8.8,19.0,EA Sports,E
12252,11453,Supremacy MMA,X360,2011.0,Fighting,505 Games,0.05,0.02,0.0,0.01,0.08,49.0,17.0,6.2,11.0,Kung Fu Factory,M
8861,14223,Langrisser: Re:Incarnation Tensei,3DS,2015.0,Role-Playing,Extreme Entertainment Group,0.02,0.0,0.01,0.0,0.03,,,,,,
8312,15000,ZooCube,GC,2002.0,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,67.0,15.0,6.1,7.0,PuzzleKings,E
10932,11369,Blazing Angels: Squadrons of WWII,XB,2006.0,Simulation,Ubisoft,0.06,0.02,0.0,0.0,0.08,69.0,19.0,6.8,4.0,Ubisoft Romania,T
10812,10955,I-Ninja,GC,2003.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,77.0,18.0,7.6,8.0,Argonaut Games,T
9401,15645,Jinsei Game DS,DS,2006.0,Misc,Atlus,0.0,0.0,0.02,0.0,0.02,,,,,,
7190,6730,Monster Hunter G,Wii,2009.0,Role-Playing,Capcom,0.0,0.0,0.25,0.0,0.25,,,,,,
11777,7662,Total War: Shogun 2 - Fall of the Samurai,PC,2012.0,Strategy,Sega,0.07,0.1,0.0,0.02,0.2,,,,,,
8213,1812,Alien: Isolation,PS4,2014.0,Shooter,Sega,0.34,0.57,0.04,0.17,1.13,79.0,50.0,8.1,795.0,Creative Assembly,M
15978,14788,Timeshock! Pro Pinball,PS,1998.0,Misc,Empire Interactive,0.02,0.01,0.0,0.0,0.03,,,,,,
15328,5701,Crash Nitro Kart,XB,2003.0,Racing,Vivendi Games,0.24,0.07,0.0,0.01,0.31,70.0,14.0,8.9,16.0,Vicarious Visions,E
14140,4303,The New York Times Crosswords,DS,2007.0,Puzzle,Majesco Entertainment,0.42,0.0,0.0,0.03,0.45,79.0,15.0,6.7,6.0,BudCat,T
14568,14335,Rugby 15,PSV,2015.0,Sports,Bigben Interactive,0.0,0.03,0.0,0.01,0.03,,,tbd,,HB Studios Multimedia,E
14217,10246,Avatar: The Last Airbender,PSP,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,57.0,9.0,6.3,10.0,TOSE,E10+
7174,7593,The Legend of Heroes VII: The Trail of Blue,PSP,2011.0,Role-Playing,Falcom Corporation,0.0,0.0,0.2,0.0,0.2,,,,,,
6366,3125,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.65,0.0,0.65,,,,,,
228,11458,FIFA Soccer 2003,GC,2002.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,86.0,12.0,7.8,10.0,EA Canada,E
4584,8772,Army Men: Sarge's War,GC,2004.0,Shooter,Global Star,0.12,0.03,0.0,0.0,0.15,56.0,11.0,6.7,7.0,3DO,T
1288,13354,Frogger: Ancient Shadow,GC,2005.0,Platform,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,54.0,9.0,tbd,,Hudson Soft,E
13644,9702,Echo Night,PS,1998.0,Adventure,From Software,0.03,0.02,0.07,0.01,0.12,,,,,,
4479,4564,Tony Hawk's American Wasteland,GC,2005.0,Sports,Activision,0.33,0.08,0.0,0.01,0.42,76.0,26.0,7.7,15.0,Neversoft Entertainment,T
16437,7447,J Stars Victory Vs.,PSV,2014.0,Fighting,Namco Bandai Games,0.0,0.03,0.17,0.01,0.21,74.0,5.0,7.9,29.0,Bandai Namco Games,T
11781,394,LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91.0,86.0,8.4,657.0,Media Molecule,E
8536,4701,Cars: Race-O-Rama,PSP,2009.0,Racing,THQ,0.29,0.07,0.0,0.06,0.41,,,tbd,,Tantalus Interactive,E
15950,13493,Pony Friends,DS,2007.0,Simulation,Eidos Interactive,0.0,0.04,0.0,0.01,0.04,67.0,8.0,6.6,12.0,Tantalus Interactive,E
16243,8640,The Walking Dead: Season One,XOne,2014.0,Adventure,Telltale Games,0.08,0.06,0.0,0.01,0.16,,,,,,
14763,14375,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996.0,Misc,ASK,0.0,0.0,0.03,0.0,0.03,,,,,,
7245,15608,Maximum Racing: Crash Car Racer,Wii,2010.0,Racing,Nordic Games,0.01,0.01,0.0,0.0,0.02,,,tbd,,Nordic Games Publishing,E
4799,13213,Sword Art Online: Game Director's Edition,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,
2289,9623,Hour of Victory,X360,2007.0,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13,37.0,33.0,3,40.0,Nfusion,T
11947,14114,Macross ? Scramble,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
6371,2767,Red Faction: Guerrilla,PS3,2009.0,Shooter,THQ,0.33,0.27,0.02,0.12,0.74,85.0,56.0,8.1,136.0,Volition Inc.,M
8691,5809,A Collection of Classic Games from the Intellivision,PS,1999.0,Misc,Activision,0.17,0.12,0.0,0.02,0.31,,,,,,
9950,11390,Shin Megami Tensei: Digital Devil Saga 2,PS2,2005.0,Role-Playing,Ghostlight,0.04,0.03,0.0,0.01,0.08,82.0,38.0,7.9,38.0,Atlus Co.,M
1004,11553,Superman: Shadow of Apokolips,GC,2003.0,Action,Atari,0.06,0.02,0.0,0.0,0.08,66.0,7.0,7.3,8.0,Atari,E
7578,13056,TNA iMPACT: Cross the Line,PSP,2010.0,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,50.0,6.0,6.5,4.0,Point of View,T
10931,10850,Crash 'N' Burn,XB,2004.0,Racing,Eidos Interactive,0.07,0.02,0.0,0.0,0.09,65.0,25.0,6.4,7.0,Climax Group,T
15707,2682,MTV Celebrity Deathmatch,PS2,2003.0,Fighting,Gotham Games,0.37,0.29,0.0,0.1,0.76,,,,,,
360,8589,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.04,0.16,,,,,,
6843,1857,Famicom Jump: Eiyuu Retsuden,NES,1989.0,Role-Playing,Namco Bandai Games,0.0,0.0,1.1,0.0,1.1,,,,,,
13101,14028,Steambot Chronicles,PS2,2005.0,Role-Playing,505 Games,0.02,0.01,0.0,0.0,0.04,74.0,35.0,8.2,17.0,Irem,T
11537,2604,Band Hero,X360,2009.0,Misc,Activision,0.51,0.21,0.0,0.07,0.79,76.0,52.0,5,30.0,Neversoft Entertainment,E10+
7550,9047,Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005.0,Misc,Activision,0.1,0.04,0.0,0.0,0.14,,,,,,
11601,12301,ESPN Winter X-Games: Snowboarding 2002,GBA,2000.0,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,,,,,,
814,3586,Mega Man X2,SNES,1993.0,Platform,Laguna,0.09,0.02,0.45,0.0,0.56,,,,,,
9833,16608,Shinigami to Shoujo,PSP,2011.0,Adventure,Takuyo,0.0,0.0,0.01,0.0,0.01,,,,,,
14781,6834,Just Dance Kids 2,PS3,2011.0,Misc,Ubisoft,0.1,0.1,0.0,0.04,0.24,,,tbd,,Ubisoft,E
12662,7211,LEGO Harry Potter: Years 5-7,PC,,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0.0,0.03,0.22,80.0,5.0,8.5,44.0,Traveller's Tales,E10+
8178,1508,NBA Live 07,PS2,2006.0,Sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3,63.0,12.0,6,39.0,EA Sports,E
13935,16248,Hot Wheels: Stunt Track Challenge / World Race,GBA,2006.0,Racing,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01,,,,,,
12556,556,L.A. Noire,X360,2011.0,Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24,2.7,89.0,83.0,7.8,893.0,Team Bondi,M
8931,15941,Worms World Party,PC,2001.0,Strategy,Virgin Interactive,0.0,0.01,0.0,0.0,0.02,75.0,8.0,7.6,68.0,Team 17,E
4052,3729,Mat Hoffman's Pro BMX,PS,2001.0,Sports,Activision,0.3,0.2,0.0,0.04,0.54,80.0,15.0,8.6,16.0,Shaba Games,E
14965,1719,Gun,PS2,2005.0,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,77.0,43.0,8.7,70.0,Neversoft Entertainment,M
10673,14171,The Night of the Rabbit,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03,75.0,45.0,7.5,82.0,Daedalic Entertainment,
5682,5583,Dragon Ball: XenoVerse,XOne,2015.0,Fighting,Namco Bandai Games,0.18,0.11,0.0,0.03,0.32,67.0,18.0,7.2,128.0,Dimps Corporation,T
12451,8445,Shawn Johnson Gymnastics,Wii,2010.0,Sports,Zoo Games,0.16,0.0,0.0,0.01,0.17,,,tbd,,Zoo Games,E
6086,8748,Naruto: Powerful Shippuden,3DS,2012.0,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,71.0,13.0,5.4,19.0,Inti Creates,E10+
9610,2873,Jeremy McGrath Supercross 2000,PS,2000.0,Racing,Acclaim Entertainment,0.4,0.27,0.0,0.05,0.71,43.0,11.0,tbd,,Acclaim,E
15686,2607,The Sims 2: Castaway,PSP,2007.0,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.79,64.0,5.0,7.3,18.0,Maxis,E10+
4437,11386,Midnight Play! Pack,DS,2008.0,Misc,Ubisoft,0.08,0.0,0.0,0.01,0.08,,,,,,
10884,13362,Gem Smashers,Wii,2011.0,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.05,,,tbd,,Frame Studios Interactive,E
12531,829,Madden NFL 15,X360,2014.0,Sports,Electronic Arts,1.77,0.06,0.0,0.22,2.05,,,5.5,29.0,EA Sports,E
1908,7639,Wizards of Waverly Place: Spellbound,DS,2010.0,Misc,Disney Interactive Studios,0.16,0.03,0.0,0.01,0.2,,,tbd,,Disney Interactive Studios,E
1494,7768,Shiren the Wanderer,Wii,2008.0,Role-Playing,Sega,0.08,0.0,0.11,0.01,0.19,71.0,21.0,7.6,5.0,ChunSoft,T
3829,15444,Headhunter: Redemption,XB,2004.0,Action,Sega,0.02,0.0,0.0,0.0,0.02,59.0,26.0,6.8,4.0,Amuze,M
10792,1033,Hitman: Absolution,X360,2012.0,Action,Square Enix,0.68,0.88,0.01,0.17,1.73,79.0,51.0,7.1,453.0,Io Interactive,M
2393,14630,Playmobil Top Agents,DS,2010.0,Action,JoWood Productions,0.0,0.03,0.0,0.0,0.03,,,,,Dreamcatcher,E10+
8242,11334,Pac-Man Power Pack,PS2,2008.0,Misc,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,,,tbd,,Namco Bandai Games America,E
15757,1229,Knockout Kings,PS,1997.0,Fighting,Electronic Arts,1.07,0.39,0.0,0.06,1.52,,,,,,
10509,6033,The BIGS 2,Wii,2009.0,Sports,Take-Two Interactive,0.26,0.01,0.0,0.02,0.29,68.0,5.0,8.5,6.0,Blue Castle Games,E10+
14314,7118,Killer is Dead,PS3,2013.0,Action,Deep Silver,0.12,0.03,0.05,0.03,0.23,64.0,39.0,7.9,215.0,Grasshopper Manufacture,M
1646,5059,Harry Potter and the Prisoner of Azkaban,GC,2004.0,Action,Electronic Arts,0.29,0.08,0.0,0.01,0.38,67.0,22.0,7.3,8.0,EA Games,E
1416,9996,Yakuza,PS3,2012.0,Action,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
9745,10210,DualPenSports,3DS,2011.0,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,58.0,11.0,tbd,,Indies Zero,E10+
3962,2016,MySims Agents,Wii,2009.0,Adventure,Electronic Arts,0.61,0.32,0.0,0.1,1.03,78.0,28.0,8.6,28.0,Electronic Arts,E
15268,13483,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,,,,,,
10640,5403,Disney Infinity 3.0,XOne,2015.0,Action,Disney Interactive Studios,0.2,0.11,0.0,0.03,0.34,,,,,,
10771,11354,RTX Red Rock,PS2,2003.0,Shooter,LucasArts,0.04,0.03,0.0,0.01,0.08,49.0,23.0,5,4.0,LucasArts,T
5335,8921,Sam & Max: Season One,Wii,2008.0,Adventure,JoWood Productions,0.13,0.01,0.0,0.01,0.15,,,,,,
12482,3070,Lollipop Chainsaw,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.27,0.2,0.11,0.08,0.66,67.0,37.0,7.1,199.0,Grasshopper Manufacture,M
11733,15965,Dead to Rights,GBA,2004.0,Shooter,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.02,40.0,5.0,tbd,,Torus Games,T
12902,12745,Wantame Fortune Channel,DS,2007.0,Misc,Capcom,0.0,0.0,0.06,0.0,0.06,,,,,,
2145,10112,InuYasha: A Feudal Fairy Tale,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11,69.0,5.0,9,74.0,Dimps Corporation,T
16577,10223,Higurashi no Naku Koro ni Matsuri,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.11,0.0,0.11,,,,,,
8804,6403,AC/DC LIVE: Rock Band Track Pack,Wii,2008.0,Misc,MTV Games,0.24,0.0,0.0,0.02,0.27,,,7.2,5.0,Harmonix Music Systems,T
12663,5222,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012.0,Strategy,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36,,,,,,
15889,15432,Code R,SAT,1998.0,Adventure,Quintet,0.0,0.0,0.02,0.0,0.02,,,,,,
9666,4544,Crash: Mind Over Mutant,Wii,2008.0,Platform,Vivendi Games,0.35,0.05,0.0,0.03,0.43,70.0,13.0,6.6,16.0,Radical Entertainment,E10+
3424,13100,Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,78.0,26.0,7.4,25.0,Terminal Reality,T
943,16342,Kao the Kangaroo,GBA,2001.0,Platform,Titus,0.01,0.0,0.0,0.0,0.01,52.0,8.0,tbd,,Titus Software,E
11662,2534,MediEvil: Resurrection,PSP,2005.0,Adventure,Sony Computer Entertainment,0.19,0.41,0.0,0.22,0.81,66.0,43.0,8.7,52.0,SCEE,T
3817,6392,Super Nazo Puyo: Ruruu no Ruu,SNES,1995.0,Puzzle,Banpresto,0.0,0.0,0.27,0.0,0.27,,,,,,
8273,1189,Fight Night Round 3,PS2,2006.0,Fighting,Electronic Arts,1.07,0.4,0.0,0.1,1.56,84.0,32.0,8.1,41.0,EA Chicago,T
7406,1500,Rugrats Studio Tour,PS,1999.0,Adventure,THQ,0.57,0.67,0.0,0.07,1.31,,,,,,
10400,11652,Ultimate Duck Hunting,Wii,2009.0,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08,28.0,5.0,tbd,,Mid Carolina Media,T
1336,5271,Cabela's Dangerous Hunts,XB,2003.0,Sports,Zoo Digital Publishing,0.26,0.08,0.0,0.01,0.35,,,9.1,22.0,FUN Labs,T
1803,3960,Picross DS,DS,2007.0,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.5,83.0,33.0,8.7,36.0,Jupiter Corporation,E
3823,13896,Hyperdimension Neptunia Victory II,PS4,2015.0,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04,,,,,,
16713,12517,Attack on Titan (KOEI),XOne,2016.0,Action,Tecmo Koei,0.02,0.03,0.0,0.0,0.06,,,,,,
14453,1848,Dragon Ball: XenoVerse,PS4,2015.0,Fighting,Namco Bandai Games,0.3,0.52,0.12,0.16,1.11,69.0,50.0,7.7,598.0,Dimps Corporation,T
10786,12773,Broken Sword II: The Smoking Mirror,PS,1997.0,Adventure,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06,,,,,,
6389,10730,Pajama Sam: Don't Fear The Dark,Wii,2008.0,Adventure,Atari,0.09,0.0,0.0,0.01,0.1,,,,,,
3590,1698,The Dukes of Hazzard: Racing for Home,PS,1999.0,Racing,Ubisoft,0.99,0.16,0.0,0.04,1.19,,,,,,
9612,14017,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010.0,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04,,,,,,
12165,10638,Aidyn Chronicles: The First Mage,N64,2001.0,Role-Playing,THQ,0.08,0.02,0.0,0.0,0.1,,,,,,
3302,1046,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006.0,Misc,Nintendo,0.0,0.0,1.71,0.0,1.71,,,,,,
7437,393,FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35.0,EA Canada,E
15769,10889,MotoGP,XB,2002.0,Racing,THQ,0.07,0.02,0.0,0.0,0.09,84.0,18.0,8.4,16.0,Climax Group,E
6009,13786,Deadliest Warrior: Ancient Combat,PS3,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,,,tbd,,"Pipeworks Software, Inc.",M
13607,1254,SoulCalibur II,GC,2003.0,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5,93.0,45.0,9.1,135.0,Namco,T
1862,10917,Uta no Prince-Sama: Debut,PSP,2012.0,Adventure,Broccoli,0.0,0.0,0.09,0.0,0.09,,,,,,
7017,1564,WWE '12,X360,2011.0,Fighting,THQ,0.74,0.4,0.0,0.12,1.27,71.0,52.0,6.3,89.0,Yuke's,T
